# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-10 18:39:54 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13337000 LOCHSA RIVER NR LOWELL ID
# -----------------------------------------------------------------------------------
#
# Data provided for site 13337000
#            TS   parameter     statistic     Description
#         46504       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         46505       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         46507       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	46507_00060_00003	46507_00060_00003_cd
USGS	13337000	1989-11-30	697	A
USGS	13337000	1989-12-01	693	A
USGS	13337000	1989-12-02	704	A
USGS	13337000	1989-12-03	728	A
USGS	13337000	1989-12-04	1160	A
USGS	13337000	1989-12-05	3570	A
USGS	13337000	1989-12-06	3150	A
USGS	13337000	1989-12-07	2390	A
USGS	13337000	1989-12-08	2060	A
USGS	13337000	1989-12-09	1990	A
USGS	13337000	1989-12-10	1770	A
USGS	13337000	1989-12-11	1470	A
USGS	13337000	1989-12-12	1330	A
USGS	13337000	1989-12-13	1420	A
USGS	13337000	1989-12-14	1360	A
USGS	13337000	1989-12-15	1290	A
USGS	13337000	1989-12-16	1190	A
USGS	13337000	1989-12-17	1130	A
USGS	13337000	1989-12-18	1050	A
USGS	13337000	1989-12-19	990	A
USGS	13337000	1989-12-20	1010	A
USGS	13337000	1989-12-21	1010	A
USGS	13337000	1989-12-22	991	A
USGS	13337000	1989-12-23	979	A
USGS	13337000	1989-12-24	1000	A
USGS	13337000	1989-12-25	935	A
USGS	13337000	1989-12-26	834	A
USGS	13337000	1989-12-27	794	A
USGS	13337000	1989-12-28	749	A
USGS	13337000	1989-12-29	790	A
USGS	13337000	1989-12-30	845	A
USGS	13337000	1989-12-31	839	A
USGS	13337000	1990-01-01	836	A
USGS	13337000	1990-01-02	835	A
USGS	13337000	1990-01-03	771	A
USGS	13337000	1990-01-04	747	A
USGS	13337000	1990-01-05	766	A
USGS	13337000	1990-01-06	813	A
USGS	13337000	1990-01-07	1020	A
USGS	13337000	1990-01-08	1830	A
USGS	13337000	1990-01-09	1680	A
USGS	13337000	1990-01-10	1980	A
USGS	13337000	1990-01-11	1880	A
USGS	13337000	1990-01-12	1550	A
USGS	13337000	1990-01-13	1410	A
USGS	13337000	1990-01-14	1380	A
USGS	13337000	1990-01-15	1340	A
USGS	13337000	1990-01-16	1250	A
USGS	13337000	1990-01-17	1170	A
USGS	13337000	1990-01-18	1060	A
USGS	13337000	1990-01-19	866	A
USGS	13337000	1990-01-20	818	A
USGS	13337000	1990-01-21	911	A
USGS	13337000	1990-01-22	1070	A
USGS	13337000	1990-01-23	1050	A
USGS	13337000	1990-01-24	951	A
USGS	13337000	1990-01-25	914	A
USGS	13337000	1990-01-26	910	A
USGS	13337000	1990-01-27	885	A
USGS	13337000	1990-01-28	873	A
USGS	13337000	1990-01-29	888	A
USGS	13337000	1990-01-30	879	A
USGS	13337000	1990-01-31	862	A
USGS	13337000	1990-02-01	847	A
USGS	13337000	1990-02-02	839	A
USGS	13337000	1990-02-03	824	A
USGS	13337000	1990-02-04	809	A
USGS	13337000	1990-02-05	786	A
USGS	13337000	1990-02-06	767	A
USGS	13337000	1990-02-07	767	A
USGS	13337000	1990-02-08	761	A
USGS	13337000	1990-02-09	793	A
USGS	13337000	1990-02-10	1430	A
USGS	13337000	1990-02-11	2080	A
USGS	13337000	1990-02-12	1820	A
USGS	13337000	1990-02-13	1490	A
USGS	13337000	1990-02-14	1230	A
USGS	13337000	1990-02-15	1100	A
USGS	13337000	1990-02-16	1090	A
USGS	13337000	1990-02-17	1120	A
USGS	13337000	1990-02-18	1020	A
USGS	13337000	1990-02-19	904	A
USGS	13337000	1990-02-20	884	A
USGS	13337000	1990-02-21	955	A
USGS	13337000	1990-02-22	983	A
USGS	13337000	1990-02-23	1030	A
USGS	13337000	1990-02-24	1030	A
USGS	13337000	1990-02-25	1040	A
USGS	13337000	1990-02-26	1150	A
USGS	13337000	1990-02-27	1210	A
USGS	13337000	1990-02-28	1230	A
USGS	13337000	1990-03-01	1260	A
USGS	13337000	1990-03-02	1280	A
USGS	13337000	1990-03-03	1330	A
USGS	13337000	1990-03-04	1490	A
USGS	13337000	1990-03-05	1520	A
USGS	13337000	1990-03-06	1490	A
USGS	13337000	1990-03-07	1480	A
USGS	13337000	1990-03-08	1510	A
USGS	13337000	1990-03-09	1510	A
USGS	13337000	1990-03-10	1500	A
USGS	13337000	1990-03-11	1540	A
USGS	13337000	1990-03-12	1440	A
USGS	13337000	1990-03-13	1370	A
USGS	13337000	1990-03-14	1300	A
USGS	13337000	1990-03-15	1280	A
USGS	13337000	1990-03-16	1230	A
USGS	13337000	1990-03-17	1210	A
USGS	13337000	1990-03-18	1260	A
USGS	13337000	1990-03-19	1470	A
USGS	13337000	1990-03-20	2380	A
USGS	13337000	1990-03-21	2860	A
USGS	13337000	1990-03-22	2900	A
USGS	13337000	1990-03-23	2710	A
USGS	13337000	1990-03-24	2420	A
USGS	13337000	1990-03-25	2200	A
USGS	13337000	1990-03-26	2090	A
USGS	13337000	1990-03-27	2060	A
USGS	13337000	1990-03-28	2070	A
USGS	13337000	1990-03-29	2100	A
USGS	13337000	1990-03-30	2180	A
USGS	13337000	1990-03-31	2380	A
USGS	13337000	1990-04-01	2740	A
USGS	13337000	1990-04-02	3410	A
USGS	13337000	1990-04-03	4400	A
USGS	13337000	1990-04-04	4980	A
USGS	13337000	1990-04-05	5090	A
USGS	13337000	1990-04-06	5000	A
USGS	13337000	1990-04-07	5050	A
USGS	13337000	1990-04-08	5390	A
USGS	13337000	1990-04-09	5460	A
USGS	13337000	1990-04-10	5220	A
USGS	13337000	1990-04-11	5160	A
USGS	13337000	1990-04-12	5410	A
USGS	13337000	1990-04-13	5460	A
USGS	13337000	1990-04-14	7900	A
USGS	13337000	1990-04-15	10200	A
USGS	13337000	1990-04-16	10400	A
USGS	13337000	1990-04-17	10300	A
USGS	13337000	1990-04-18	10400	A
USGS	13337000	1990-04-19	10100	A
USGS	13337000	1990-04-20	10300	A
USGS	13337000	1990-04-21	11300	A
USGS	13337000	1990-04-22	12200	A
USGS	13337000	1990-04-23	13200	A
USGS	13337000	1990-04-24	12200	A
USGS	13337000	1990-04-25	10300	A
USGS	13337000	1990-04-26	9330	A
USGS	13337000	1990-04-27	8250	A
USGS	13337000	1990-04-28	7990	A
USGS	13337000	1990-04-29	6930	A
USGS	13337000	1990-04-30	6310	A
USGS	13337000	1990-05-01	5880	A
USGS	13337000	1990-05-02	5790	A
USGS	13337000	1990-05-03	5730	A
USGS	13337000	1990-05-04	5900	A
USGS	13337000	1990-05-05	6710	A
USGS	13337000	1990-05-06	8060	A
USGS	13337000	1990-05-07	7620	A
USGS	13337000	1990-05-08	6800	A
USGS	13337000	1990-05-09	6120	A
USGS	13337000	1990-05-10	5910	A
USGS	13337000	1990-05-11	5860	A
USGS	13337000	1990-05-12	5940	A
USGS	13337000	1990-05-13	5860	A
USGS	13337000	1990-05-14	6040	A
USGS	13337000	1990-05-15	5780	A
USGS	13337000	1990-05-16	5450	A
USGS	13337000	1990-05-17	5290	A
USGS	13337000	1990-05-18	5600	A
USGS	13337000	1990-05-19	5440	A
USGS	13337000	1990-05-20	5500	A
USGS	13337000	1990-05-21	5620	A
USGS	13337000	1990-05-22	5660	A
USGS	13337000	1990-05-23	6920	A
USGS	13337000	1990-05-24	8600	A
USGS	13337000	1990-05-25	8330	A
USGS	13337000	1990-05-26	7390	A
USGS	13337000	1990-05-27	7080	A
USGS	13337000	1990-05-28	8010	A
USGS	13337000	1990-05-29	12100	A
USGS	13337000	1990-05-30	12000	A
USGS	13337000	1990-05-31	11400	A
USGS	13337000	1990-06-01	10100	A
USGS	13337000	1990-06-02	9800	A
USGS	13337000	1990-06-03	9060	A
USGS	13337000	1990-06-04	9460	A
USGS	13337000	1990-06-05	9000	A
USGS	13337000	1990-06-06	8640	A
USGS	13337000	1990-06-07	10400	A
USGS	13337000	1990-06-08	9960	A
USGS	13337000	1990-06-09	9490	A
USGS	13337000	1990-06-10	11000	A
USGS	13337000	1990-06-11	10300	A
USGS	13337000	1990-06-12	8670	A
USGS	13337000	1990-06-13	7930	A
USGS	13337000	1990-06-14	7070	A
USGS	13337000	1990-06-15	6590	A
USGS	13337000	1990-06-16	6390	A
USGS	13337000	1990-06-17	6290	A
USGS	13337000	1990-06-18	6410	A
USGS	13337000	1990-06-19	6750	A
USGS	13337000	1990-06-20	6680	A
USGS	13337000	1990-06-21	7000	A
USGS	13337000	1990-06-22	7140	A
USGS	13337000	1990-06-23	7600	A
USGS	13337000	1990-06-24	7720	A
USGS	13337000	1990-06-25	7240	A
USGS	13337000	1990-06-26	6760	A
USGS	13337000	1990-06-27	6160	A
USGS	13337000	1990-06-28	5490	A
USGS	13337000	1990-06-29	4950	A
USGS	13337000	1990-06-30	4660	A
USGS	13337000	1990-07-01	4470	A
USGS	13337000	1990-07-02	4150	A
USGS	13337000	1990-07-03	4220	A
USGS	13337000	1990-07-04	3590	A
USGS	13337000	1990-07-05	3180	A
USGS	13337000	1990-07-06	2990	A
USGS	13337000	1990-07-07	2780	A
USGS	13337000	1990-07-08	2540	A
USGS	13337000	1990-07-09	2360	A
USGS	13337000	1990-07-10	2210	A
USGS	13337000	1990-07-11	2080	A
USGS	13337000	1990-07-12	1960	A
USGS	13337000	1990-07-13	1840	A
USGS	13337000	1990-07-14	1730	A
USGS	13337000	1990-07-15	1620	A
USGS	13337000	1990-07-16	1500	A
USGS	13337000	1990-07-17	1410	A
USGS	13337000	1990-07-18	1330	A
USGS	13337000	1990-07-19	1250	A
USGS	13337000	1990-07-20	1180	A
USGS	13337000	1990-07-21	1130	A
USGS	13337000	1990-07-22	1090	A
USGS	13337000	1990-07-23	1050	A
USGS	13337000	1990-07-24	1050	A
USGS	13337000	1990-07-25	1420	A
USGS	13337000	1990-07-26	1320	A
USGS	13337000	1990-07-27	1200	A
USGS	13337000	1990-07-28	1130	A
USGS	13337000	1990-07-29	1040	A
USGS	13337000	1990-07-30	967	A
USGS	13337000	1990-07-31	921	A
USGS	13337000	1990-08-01	926	A
USGS	13337000	1990-08-02	870	A
USGS	13337000	1990-08-03	816	A
USGS	13337000	1990-08-04	781	A
USGS	13337000	1990-08-05	748	A
USGS	13337000	1990-08-06	716	A
USGS	13337000	1990-08-07	685	A
USGS	13337000	1990-08-08	656	A
USGS	13337000	1990-08-09	639	A
USGS	13337000	1990-08-10	624	A
USGS	13337000	1990-08-11	623	A
USGS	13337000	1990-08-12	620	A
USGS	13337000	1990-08-13	596	A
USGS	13337000	1990-08-14	570	A
USGS	13337000	1990-08-15	550	A
USGS	13337000	1990-08-16	536	A
USGS	13337000	1990-08-17	529	A
USGS	13337000	1990-08-18	587	A
USGS	13337000	1990-08-19	666	A
USGS	13337000	1990-08-20	750	A
USGS	13337000	1990-08-21	751	A
USGS	13337000	1990-08-22	915	A
USGS	13337000	1990-08-23	918	A
USGS	13337000	1990-08-24	794	A
USGS	13337000	1990-08-25	798	A
USGS	13337000	1990-08-26	775	A
USGS	13337000	1990-08-27	723	A
USGS	13337000	1990-08-28	672	A
USGS	13337000	1990-08-29	618	A
USGS	13337000	1990-08-30	590	A
USGS	13337000	1990-08-31	578	A
USGS	13337000	1990-09-01	551	A
USGS	13337000	1990-09-02	529	A
USGS	13337000	1990-09-03	511	A
USGS	13337000	1990-09-04	498	A
USGS	13337000	1990-09-05	483	A
USGS	13337000	1990-09-06	471	A
USGS	13337000	1990-09-07	499	A
USGS	13337000	1990-09-08	478	A
USGS	13337000	1990-09-09	463	A
USGS	13337000	1990-09-10	461	A
USGS	13337000	1990-09-11	443	A
USGS	13337000	1990-09-12	425	A
USGS	13337000	1990-09-13	409	A
USGS	13337000	1990-09-14	401	A
USGS	13337000	1990-09-15	396	A
USGS	13337000	1990-09-16	389	A
USGS	13337000	1990-09-17	383	A
USGS	13337000	1990-09-18	383	A
USGS	13337000	1990-09-19	378	A
USGS	13337000	1990-09-20	375	A
USGS	13337000	1990-09-21	368	A
USGS	13337000	1990-09-22	363	A
USGS	13337000	1990-09-23	360	A
USGS	13337000	1990-09-24	351	A
USGS	13337000	1990-09-25	345	A
USGS	13337000	1990-09-26	342	A
USGS	13337000	1990-09-27	348	A
USGS	13337000	1990-09-28	340	A
USGS	13337000	1990-09-29	337	A
USGS	13337000	1990-09-30	329	A
USGS	13337000	1990-10-01	324	A
USGS	13337000	1990-10-02	378	A
USGS	13337000	1990-10-03	451	A
USGS	13337000	1990-10-04	613	A
USGS	13337000	1990-10-05	670	A
USGS	13337000	1990-10-06	707	A
USGS	13337000	1990-10-07	574	A
USGS	13337000	1990-10-08	500	A
USGS	13337000	1990-10-09	466	A
USGS	13337000	1990-10-10	464	A
USGS	13337000	1990-10-11	501	A
USGS	13337000	1990-10-12	509	A
USGS	13337000	1990-10-13	587	A
USGS	13337000	1990-10-14	660	A
USGS	13337000	1990-10-15	677	A
USGS	13337000	1990-10-16	843	A
USGS	13337000	1990-10-17	891	A
USGS	13337000	1990-10-18	726	A
USGS	13337000	1990-10-19	1010	A
USGS	13337000	1990-10-20	814	A
USGS	13337000	1990-10-21	776	A
USGS	13337000	1990-10-22	1690	A
USGS	13337000	1990-10-23	1160	A
USGS	13337000	1990-10-24	900	A
USGS	13337000	1990-10-25	815	A
USGS	13337000	1990-10-26	870	A
USGS	13337000	1990-10-27	1000	A
USGS	13337000	1990-10-28	946	A
USGS	13337000	1990-10-29	895	A
USGS	13337000	1990-10-30	857	A
USGS	13337000	1990-10-31	919	A
USGS	13337000	1990-11-01	1230	A
USGS	13337000	1990-11-02	1120	A
USGS	13337000	1990-11-03	938	A
USGS	13337000	1990-11-04	1200	A
USGS	13337000	1990-11-05	1810	A
USGS	13337000	1990-11-06	1330	A
USGS	13337000	1990-11-07	1120	A
USGS	13337000	1990-11-08	1040	A
USGS	13337000	1990-11-09	1160	A
USGS	13337000	1990-11-10	1360	A
USGS	13337000	1990-11-11	1440	A
USGS	13337000	1990-11-12	1360	A
USGS	13337000	1990-11-13	1280	A
USGS	13337000	1990-11-14	1380	A
USGS	13337000	1990-11-15	1380	A
USGS	13337000	1990-11-16	1250	A
USGS	13337000	1990-11-17	1150	A
USGS	13337000	1990-11-18	1170	A
USGS	13337000	1990-11-19	1160	A
USGS	13337000	1990-11-20	1130	A
USGS	13337000	1990-11-21	1110	A
USGS	13337000	1990-11-22	1140	A
USGS	13337000	1990-11-23	1240	A
USGS	13337000	1990-11-24	1260	A
USGS	13337000	1990-11-25	1670	A
USGS	13337000	1990-11-26	2050	A
USGS	13337000	1990-11-27	1690	A
USGS	13337000	1990-11-28	1500	A
USGS	13337000	1990-11-29	1370	A
USGS	13337000	1990-11-30	1340	A
USGS	13337000	1990-12-01	1170	A
USGS	13337000	1990-12-02	1130	A
USGS	13337000	1990-12-03	1130	A
USGS	13337000	1990-12-04	1110	A
USGS	13337000	1990-12-05	1090	A
USGS	13337000	1990-12-06	1030	A
USGS	13337000	1990-12-07	903	A
USGS	13337000	1990-12-08	842	A
USGS	13337000	1990-12-09	916	A
USGS	13337000	1990-12-10	1070	A
USGS	13337000	1990-12-11	1410	A
USGS	13337000	1990-12-12	1260	A
USGS	13337000	1990-12-13	1120	A
USGS	13337000	1990-12-14	1050	A
USGS	13337000	1990-12-15	919	A
USGS	13337000	1990-12-16	823	A
USGS	13337000	1990-12-17	910	A
USGS	13337000	1990-12-18	1050	A
USGS	13337000	1990-12-19	788	A
USGS	13337000	1990-12-20	519	A
USGS	13337000	1990-12-21	450	A:e
USGS	13337000	1990-12-22	400	A:e
USGS	13337000	1990-12-23	550	A:e
USGS	13337000	1990-12-24	700	A:e
USGS	13337000	1990-12-25	900	A:e
USGS	13337000	1990-12-26	1000	A:e
USGS	13337000	1990-12-27	1200	A:e
USGS	13337000	1990-12-28	1100	A:e
USGS	13337000	1990-12-29	950	A:e
USGS	13337000	1990-12-30	850	A:e
USGS	13337000	1990-12-31	900	A:e
USGS	13337000	1991-01-01	1100	A:e
USGS	13337000	1991-01-02	1200	A:e
USGS	13337000	1991-01-03	1150	A:e
USGS	13337000	1991-01-04	1100	A:e
USGS	13337000	1991-01-05	1050	A:e
USGS	13337000	1991-01-06	1030	A:e
USGS	13337000	1991-01-07	1000	A:e
USGS	13337000	1991-01-08	1100	A:e
USGS	13337000	1991-01-09	1150	A:e
USGS	13337000	1991-01-10	1100	A:e
USGS	13337000	1991-01-11	1080	A:e
USGS	13337000	1991-01-12	1250	A:e
USGS	13337000	1991-01-13	1600	A:e
USGS	13337000	1991-01-14	1850	A:e
USGS	13337000	1991-01-15	2100	A:e
USGS	13337000	1991-01-16	1800	A:e
USGS	13337000	1991-01-17	1600	A:e
USGS	13337000	1991-01-18	1400	A:e
USGS	13337000	1991-01-19	1300	A:e
USGS	13337000	1991-01-20	1170	A:e
USGS	13337000	1991-01-21	1150	A:e
USGS	13337000	1991-01-22	1180	A:e
USGS	13337000	1991-01-23	1160	A:e
USGS	13337000	1991-01-24	1100	A:e
USGS	13337000	1991-01-25	1000	A:e
USGS	13337000	1991-01-26	965	A
USGS	13337000	1991-01-27	950	A:e
USGS	13337000	1991-01-28	934	A
USGS	13337000	1991-01-29	870	A:e
USGS	13337000	1991-01-30	850	A:e
USGS	13337000	1991-01-31	900	A:e
USGS	13337000	1991-02-01	994	A
USGS	13337000	1991-02-02	940	A
USGS	13337000	1991-02-03	991	A
USGS	13337000	1991-02-04	974	A
USGS	13337000	1991-02-05	988	A
USGS	13337000	1991-02-06	1120	A
USGS	13337000	1991-02-07	1070	A
USGS	13337000	1991-02-08	1040	A
USGS	13337000	1991-02-09	1060	A
USGS	13337000	1991-02-10	1060	A
USGS	13337000	1991-02-11	1050	A
USGS	13337000	1991-02-12	1080	A
USGS	13337000	1991-02-13	1140	A
USGS	13337000	1991-02-14	1250	A
USGS	13337000	1991-02-15	1420	A
USGS	13337000	1991-02-16	2050	A
USGS	13337000	1991-02-17	2400	A
USGS	13337000	1991-02-18	2190	A
USGS	13337000	1991-02-19	2040	A
USGS	13337000	1991-02-20	2670	A
USGS	13337000	1991-02-21	3380	A
USGS	13337000	1991-02-22	3220	A
USGS	13337000	1991-02-23	2890	A
USGS	13337000	1991-02-24	2600	A
USGS	13337000	1991-02-25	2370	A
USGS	13337000	1991-02-26	2200	A
USGS	13337000	1991-02-27	2100	A
USGS	13337000	1991-02-28	2030	A
USGS	13337000	1991-03-01	1960	A
USGS	13337000	1991-03-02	1860	A
USGS	13337000	1991-03-03	1850	A
USGS	13337000	1991-03-04	1970	A
USGS	13337000	1991-03-05	2350	A
USGS	13337000	1991-03-06	2190	A
USGS	13337000	1991-03-07	2060	A
USGS	13337000	1991-03-08	1980	A
USGS	13337000	1991-03-09	1870	A
USGS	13337000	1991-03-10	1800	A
USGS	13337000	1991-03-11	1730	A
USGS	13337000	1991-03-12	1610	A
USGS	13337000	1991-03-13	1600	A
USGS	13337000	1991-03-14	1540	A
USGS	13337000	1991-03-15	1470	A
USGS	13337000	1991-03-16	1440	A
USGS	13337000	1991-03-17	1400	A
USGS	13337000	1991-03-18	1380	A
USGS	13337000	1991-03-19	1350	A
USGS	13337000	1991-03-20	1390	A
USGS	13337000	1991-03-21	1400	A
USGS	13337000	1991-03-22	1380	A
USGS	13337000	1991-03-23	1350	A
USGS	13337000	1991-03-24	1330	A
USGS	13337000	1991-03-25	1310	A
USGS	13337000	1991-03-26	1290	A
USGS	13337000	1991-03-27	1240	A
USGS	13337000	1991-03-28	1210	A
USGS	13337000	1991-03-29	1200	A
USGS	13337000	1991-03-30	1190	A
USGS	13337000	1991-03-31	1220	A
USGS	13337000	1991-04-01	1420	A
USGS	13337000	1991-04-02	2290	A
USGS	13337000	1991-04-03	2610	A
USGS	13337000	1991-04-04	2740	A
USGS	13337000	1991-04-05	3550	A
USGS	13337000	1991-04-06	5010	A
USGS	13337000	1991-04-07	4640	A
USGS	13337000	1991-04-08	4100	A
USGS	13337000	1991-04-09	3820	A
USGS	13337000	1991-04-10	3580	A
USGS	13337000	1991-04-11	3280	A
USGS	13337000	1991-04-12	3080	A
USGS	13337000	1991-04-13	2990	A
USGS	13337000	1991-04-14	2960	A
USGS	13337000	1991-04-15	2940	A
USGS	13337000	1991-04-16	2910	A
USGS	13337000	1991-04-17	2850	A
USGS	13337000	1991-04-18	2900	A
USGS	13337000	1991-04-19	2970	A
USGS	13337000	1991-04-20	3180	A
USGS	13337000	1991-04-21	3670	A
USGS	13337000	1991-04-22	4290	A
USGS	13337000	1991-04-23	4970	A
USGS	13337000	1991-04-24	5880	A
USGS	13337000	1991-04-25	5770	A
USGS	13337000	1991-04-26	5180	A
USGS	13337000	1991-04-27	4640	A
USGS	13337000	1991-04-28	4200	A
USGS	13337000	1991-04-29	3990	A
USGS	13337000	1991-04-30	3730	A
USGS	13337000	1991-05-01	3700	A
USGS	13337000	1991-05-02	3750	A
USGS	13337000	1991-05-03	3660	A
USGS	13337000	1991-05-04	3480	A
USGS	13337000	1991-05-05	3460	A
USGS	13337000	1991-05-06	3750	A
USGS	13337000	1991-05-07	4550	A
USGS	13337000	1991-05-08	6850	A
USGS	13337000	1991-05-09	8110	A
USGS	13337000	1991-05-10	6770	A
USGS	13337000	1991-05-11	6240	A
USGS	13337000	1991-05-12	7190	A
USGS	13337000	1991-05-13	8010	A
USGS	13337000	1991-05-14	8410	A
USGS	13337000	1991-05-15	8130	A
USGS	13337000	1991-05-16	8690	A
USGS	13337000	1991-05-17	9910	A
USGS	13337000	1991-05-18	14300	A
USGS	13337000	1991-05-19	15900	A
USGS	13337000	1991-05-20	13900	A
USGS	13337000	1991-05-21	12500	A
USGS	13337000	1991-05-22	13300	A
USGS	13337000	1991-05-23	13700	A
USGS	13337000	1991-05-24	13400	A
USGS	13337000	1991-05-25	14000	A
USGS	13337000	1991-05-26	11400	A
USGS	13337000	1991-05-27	9640	A
USGS	13337000	1991-05-28	8630	A
USGS	13337000	1991-05-29	8250	A
USGS	13337000	1991-05-30	8990	A
USGS	13337000	1991-05-31	8490	A
USGS	13337000	1991-06-01	7960	A
USGS	13337000	1991-06-02	9230	A
USGS	13337000	1991-06-03	10800	A
USGS	13337000	1991-06-04	10500	A
USGS	13337000	1991-06-05	9490	A
USGS	13337000	1991-06-06	11400	A
USGS	13337000	1991-06-07	12300	A
USGS	13337000	1991-06-08	10500	A
USGS	13337000	1991-06-09	9670	A
USGS	13337000	1991-06-10	10100	A
USGS	13337000	1991-06-11	11300	A
USGS	13337000	1991-06-12	10300	A
USGS	13337000	1991-06-13	9010	A
USGS	13337000	1991-06-14	7790	A
USGS	13337000	1991-06-15	6770	A
USGS	13337000	1991-06-16	6420	A
USGS	13337000	1991-06-17	6180	A
USGS	13337000	1991-06-18	5840	A
USGS	13337000	1991-06-19	5880	A
USGS	13337000	1991-06-20	7040	A
USGS	13337000	1991-06-21	7140	A
USGS	13337000	1991-06-22	6780	A
USGS	13337000	1991-06-23	6610	A
USGS	13337000	1991-06-24	6540	A
USGS	13337000	1991-06-25	6600	A
USGS	13337000	1991-06-26	5970	A
USGS	13337000	1991-06-27	5610	A
USGS	13337000	1991-06-28	5530	A
USGS	13337000	1991-06-29	5550	A
USGS	13337000	1991-06-30	7440	A
USGS	13337000	1991-07-01	6530	A
USGS	13337000	1991-07-02	5590	A
USGS	13337000	1991-07-03	5240	A
USGS	13337000	1991-07-04	5010	A
USGS	13337000	1991-07-05	4710	A
USGS	13337000	1991-07-06	4210	A
USGS	13337000	1991-07-07	3730	A
USGS	13337000	1991-07-08	3390	A
USGS	13337000	1991-07-09	3140	A
USGS	13337000	1991-07-10	2950	A
USGS	13337000	1991-07-11	2760	A
USGS	13337000	1991-07-12	2550	A
USGS	13337000	1991-07-13	2390	A
USGS	13337000	1991-07-14	2350	A
USGS	13337000	1991-07-15	2310	A
USGS	13337000	1991-07-16	2080	A
USGS	13337000	1991-07-17	1950	A
USGS	13337000	1991-07-18	1920	A
USGS	13337000	1991-07-19	1760	A
USGS	13337000	1991-07-20	1630	A
USGS	13337000	1991-07-21	1530	A
USGS	13337000	1991-07-22	1450	A
USGS	13337000	1991-07-23	1390	A
USGS	13337000	1991-07-24	1390	A
USGS	13337000	1991-07-25	1370	A
USGS	13337000	1991-07-26	1340	A
USGS	13337000	1991-07-27	1220	A
USGS	13337000	1991-07-28	1150	A
USGS	13337000	1991-07-29	1090	A
USGS	13337000	1991-07-30	1030	A
USGS	13337000	1991-07-31	994	A
USGS	13337000	1991-08-01	974	A
USGS	13337000	1991-08-02	979	A
USGS	13337000	1991-08-03	926	A
USGS	13337000	1991-08-04	870	A
USGS	13337000	1991-08-05	835	A
USGS	13337000	1991-08-06	821	A
USGS	13337000	1991-08-07	804	A
USGS	13337000	1991-08-08	768	A
USGS	13337000	1991-08-09	755	A
USGS	13337000	1991-08-10	714	A
USGS	13337000	1991-08-11	693	A
USGS	13337000	1991-08-12	675	A
USGS	13337000	1991-08-13	648	A
USGS	13337000	1991-08-14	631	A
USGS	13337000	1991-08-15	615	A
USGS	13337000	1991-08-16	600	A
USGS	13337000	1991-08-17	586	A
USGS	13337000	1991-08-18	584	A
USGS	13337000	1991-08-19	582	A
USGS	13337000	1991-08-20	559	A
USGS	13337000	1991-08-21	543	A
USGS	13337000	1991-08-22	523	A
USGS	13337000	1991-08-23	508	A
USGS	13337000	1991-08-24	491	A
USGS	13337000	1991-08-25	482	A
USGS	13337000	1991-08-26	470	A
USGS	13337000	1991-08-27	468	A
USGS	13337000	1991-08-28	473	A
USGS	13337000	1991-08-29	567	A
USGS	13337000	1991-08-30	513	A
USGS	13337000	1991-08-31	468	A
USGS	13337000	1991-09-01	448	A
USGS	13337000	1991-09-02	438	A
USGS	13337000	1991-09-03	426	A
USGS	13337000	1991-09-04	420	A
USGS	13337000	1991-09-05	413	A
USGS	13337000	1991-09-06	402	A
USGS	13337000	1991-09-07	396	A
USGS	13337000	1991-09-08	396	A
USGS	13337000	1991-09-09	401	A
USGS	13337000	1991-09-10	403	A
USGS	13337000	1991-09-11	402	A
USGS	13337000	1991-09-12	390	A
USGS	13337000	1991-09-13	388	A
USGS	13337000	1991-09-14	431	A
USGS	13337000	1991-09-15	449	A
USGS	13337000	1991-09-16	433	A
USGS	13337000	1991-09-17	406	A
USGS	13337000	1991-09-18	386	A
USGS	13337000	1991-09-19	375	A
USGS	13337000	1991-09-20	371	A
USGS	13337000	1991-09-21	359	A
USGS	13337000	1991-09-22	350	A
USGS	13337000	1991-09-23	350	A
USGS	13337000	1991-09-24	350	A
USGS	13337000	1991-09-25	350	A
USGS	13337000	1991-09-26	350	A
USGS	13337000	1991-09-27	345	A
USGS	13337000	1991-09-28	339	A
USGS	13337000	1991-09-29	339	A
USGS	13337000	1991-09-30	339	A
USGS	13337000	1991-10-01	329	A
USGS	13337000	1991-10-02	321	A
USGS	13337000	1991-10-03	312	A
USGS	13337000	1991-10-04	309	A
USGS	13337000	1991-10-05	309	A
USGS	13337000	1991-10-06	309	A
USGS	13337000	1991-10-07	309	A
